entity_raw,canonical_entity
phonophobia,phonophobia
night sweats,night sweats
cyclosporin,cyclosporin
vasotec,vasotec
caco3,caco3
"vit d 50,000units",vit d 50000units
vit e,vit e
1)polymyositis,1polymyositis
planus,planus
elbow/wrist/hand,elbowwristhand
waddling gait,waddling gait
sphenoid sinus disease,sphenoid sinus disease
demyelination,demyelination
ground-glass,groundglass
morning headaches,morning headaches
vermox,vermox
tonic-clonic,tonicclonic
phenytoin,phenytoin
36.9c,369c
mass,mass
white matter edema,white matter edema
uncal herniation,uncal herniation
right-sided motor incoordination,rightsided motor incoordination
right hemiplegia,right hemiplegia
right homonymous hemianopia,right homonymous hemianopia
pud,pud
cognitive impairments,cognitive problems
anhedonia,anhedonia
"headaches, weakness",headaches weakness
pallor of the disc,pallor of the disc
isointense lesion,isointense lesion
"obstruction of the sphenoid and frontal sinuses.,it",obstruction of the sphenoid and frontal sinusesit
meningioma,meningioma
anosmia,anosmia
bone contusion,bone contusion
abnormal mass or fluid collection,abnormal mass or fluid collection
scotomata,scotomata
ataxic,ataxic
ventriculomegaly,ventriculomegaly
granulomatous meningitis,granulomatous meningitis
amphotericin,amphotericin
ankle sprain,ankle pain
tibiofibular syndesmotic ligamentous,tibiofibular syndesmotic ligamentous
ligamentous osseous avulsion,ligamentous osseous avulsion
lateral ankle sprain,lateral ankle sprain
osteochondral impaction,osteochondral impaction
anterior capsular prolapse,anterior capsular prolapse
type ii synchondrosis,type ii synchondrosis
capsular distention,capsular distention
fusiform enlargement of the non-insertional,fusiform enlargement of the noninsertional
reactive marrow stress,reactive marrow stress
interstitial edema of the anterior tibiofibular ligament,interstitial edema of the anterior tibiofibular ligament
osteochondral impaction injury,osteochondral impaction injury
"chest discomfort.,interpretation",chest discomfortinterpretation
lexiscan,lexiscan
inability to exercise long,inability to exercise long
lower extremity venous thrombosis,lower extremity venous thrombosis
left bundle branch block,left bundlebranch block
"noted.,summary:,1",notedsummary1
abnormal with sinus rhythm,abnormal with sinus rhythm
moderately reduced left ventricular function,moderately reduced left ventricular function
isotope,isotope
lower extremity arterial obstructive disease,lower extremity arterial obstructive disease
procainamide,procainamide
"brugada syndrome.,procedures:,1",brugada syndromeprocedures1
isoproterenol,isoproterenol
sinus node dysfunction or atrioventricular block,sinus node dysfunction or atrioventricular block
brugada,brugada
"particulate administration.,history",particulate administrationhistory
right lobe liver volume,right lobe liver volume
hepatocellular carcinoma,hepatocellular carcinoma
violent sneeze,violent sneeze
acute pain,pain
droop,droop
capoten,capoten
kcl,kcl
voltaren,voltaren
duodenal ulcer,duodenal ulcer
ft4,ft4
a dolichoectatic basilar artery,a dolichoectatic basilar artery
aneursym,aneursym
sellar enlargement,sellar enlargement
cystic pituitary adenoma,cystic pituitary adenoma
rathke's cleft cyst,rathkes cleft cyst
downgaze,downgaze
eom movements,eom movements
ptosis,ptosis
pituitary apoplexy,pituitary apoplexy
high-dose,highdose
acute cholecystitis or cystic duct,cholecystitis or cystic duct
cancers,cancers
growth arrest,growth arrest
hdr,hdr
benign-appearing microcalcifications,benignappearing microcalcifications
memory loss,memory loss
dm type,dm type
denies etoh/illicit drug/tobacco,denies etohillicit drugtobacco
cerebral atrophy,cerebral atrophy
associative mild enlargement of the ventricles consistent,associative enlargement of the ventricles consistent
coronary artery injury,coronary artery injury
strontium,strontium
cardiac ischemia,cardiac ischemia
"carpal tunnel release.,on",carpal tunnel releaseon
right lumbosacral radiculopathies,right lumbosacral radiculopathies
lumbosacral radiculopathies,lumbosacral radiculopathies
"drug allergies.,social",drug allergiessocial
birth defects,birth defects
mental retardation,mental retardation
mhz transducer,mhz transducer
premature rupture of the fetal membranes,premature rupture of the fetal membranes
preeclampsia,preeclampsia
cramps,cramps
edb,edb
disorder of the anterior motor neurons,disorder of the anterior motor neurons
mononeuropathy,mononeuropathy
right ulnar neuropathy,right ulnar neuropathy
abnormal right low back pain,abnormal right low back pain
right leg weakness,right leg weakness
right low neck pain,right low neck pain
"prolonged.,needle",prolongedneedle
left ulnar neuropathy,left ulnar neuropathy
opioid dependence,opioid dependence
hyporeflexia,hyporeflexia
valproic acid,valproic acid
keppra,keppra
hyperventilation,hyperventilation
non-epileptic pseudoseizure,nonepileptic pseudoseizure
diastolic dysfunction,diastolic dysfunction
diet-controlled diabetes,dietcontrolled diabetes
muscle cramps,muscle cramps
few-month,fewmonth
amitriptyline,amitriptyline
radiculopathies,radiculopathies
glucose intolerance/early diabetes,glucose intoleranceearly diabetes
ventricular hypertrophy,ventricular hypertrophy
diastolic dysfunction grade,diastolic dysfunction grade
left hand numbness,left hand numbness
cerebral disorder,cerebral disorder
"identified.,the aortic root dimensions",identifiedthe aortic root dimensions
cardiac valvular structures,cardiac valvular structures
annular calcification,annular calcification
mild-to-moderate pulmonary hypertension,mildtomoderate pulmonary hypertension
ventricular ectopy,ventricular ectopy
papaverine,papaverine
platinum,platinum
seizure d/o,seizure do
neurogenic bowel,neurogenic bowel
enlargement of the lateral ventricles,enlargement of the ventricles
lle,lle
cerebral dysfunction,cerebral dysfunction
weakness of the oral phase of deglutition,weakness of the oral phase of deglutition
50%lica stenosis,50lica stenosis
stoke,stoke
alzheimer's disease,alzheimers
des,des
dysdiadochokinesis,dysdiadochokinesis
amoxacillin,amoxacillin
thiamine,thiamine
gyriform,gyriform
renal enlargement,renal enlargement
intrarenal stones,intrarenal stones
intracranial abnormalities,intracranial abnormality
nondependent,nondependent
spondylolysis,spondylolysis
atherosclerotic calcification,atherosclerotic calcification
temporomandibular joints,temporomandibular joints
pleomorphic adenoma,pleomorphic adenoma
enlargement of the left jugulodigastric node,enlargement of the left jugulodigastric node
enlargement of the right jugulodigastric node,enlargement of the left jugulodigastric node
enlargement of the spinal accessory or pretracheal nodal,enlargement of the spinal accessory or pretracheal nodal
lobulated mass lesion,lobulated mass lesion
enlargement of the bilateral aryepiglottic,enlargement of the bilateral aryepiglottic
glossoepiglottic,glossoepiglottic
enlargement of the bilateral jugulodigastric nodes,enlargement of the left jugulodigastric node
"normal.,impression:,epiglottic mass lesion",normalimpressionepiglottic mass lesion
non-compressive right neural foraminal narrowing,noncompressive right neural foraminal narrowing
acute abnormalities,abnormalities
chronic small vessel ischemic,small vessel ischemic
hemorrhagic contusions,hemorrhagic contusions
osteopenia,osteopenia
dens,dens
maxillary sinus congestion,maxillary sinusitis
"fracture.,4.osteopenia",fracture4osteopenia
subdurals,subdurals
hygroma,hygroma
"lower extremity muscle spasm.,comparisons",lower extremity muscle spasmcomparisons
anterior effusion of the sacroiliac joints,anterior effusion of the sacroiliac joints
facet sclerosis,facet sclerosis
arteriosclerotic vascular calcification of the abdominal aorta,arteriosclerotic vascular calcifications
chronic asymmetric herniated disk protrusion,asymmetric herniated disk protrusion
peripheral calcification,peripheral calcification
arteriosclerotic vascular disease,arteriosclerotic vascular disease
arteriosclerotic vascular calcifications,arteriosclerotic vascular calcifications
phleboliths,phleboliths
renal stone,renal stone
intracranial mass,intracranial mass
calvarial fractures,calvarial fractures
calvarial fracture,calvarial fracture
muscle spasms,muscle spasms
embolus,embolus
hctz,hctz
lv hypertrophy,lv hypertrophy
valvular abnormalities,valvular disease
rle weakness,rle weakness
pleural mass seen within the anterior sulcus of the right hemithorax,pleural mass seen within the anterior sulcus of the right hemithorax
supraclavicular adenopathy,supraclavicular adenopathy
unsteadiness,unsteadiness
meclizine,meclizine
left facial/lue/lle weakness,left facial weakness
lip lesion,lip lesion
"ago.,shx/fhx",agoshxfhx
atelectatic,atelectatic
"questioned.,cn",questionedcn
left facial weakness,left facial weakness
lle weakness,lle weakness
perimesencephalic subarachnoid hemorrhage,perimesencephalic subarachnoid hemorrhage
sah,sah
oral contraceptive,oral contraceptive
myasthenia gravis,myasthenia gravis
loss/fever/chills/night,lossfeverchillsnight
lower extremity cramping,lower extremity pain
accupril,accupril
cellufresh,cellufresh
microvascular disease,microvascular disease
lica aneurysm,lica aneurysm
dilantin seizure,dilantin seizure
wnl,wnl
chorea,chorea
"complaint of depression.,in",complaint of depressionin
nph humulin,nph humulin
qam,qam
traumatic amputation,traumatic amputation
brain aneurysm,brain aneurysm
huntington's disease,huntingtons disease
renal or liver disease,renal or liver disease
complaint of inability,complaint of inability
choreiform movements,choreiform movements
choreiform,choreiform
calcification of the globus pallidi,calcification of the globus pallidi
valvular calcification,valvular calcification
focal dysfunction,focal dysfunction
maxillary sinus disease,maxillary sinusitis
impaired arrhythmatic,impaired arrhythmatic
left temporo-parietal dysfunction,left temporoparietal dysfunction
senile chorea,senile chorea
"decreasing visual acuity.,hx",decreasing visual acuityhx
loss of visual acuity,loss of visual acuity
right hemiparesis and right expressive aphasia,right hemiparesis and right expressive aphasia
nimodipine,nimodipine
"pelvis:,within",pelviswithin
hypodense mass,hypodense mass
granulomas,granulomas
facet degenerative,facet degenerative
hypoattenuating mass,hypoattenuating mass
"left basilar atelectasis.,impression:,1",left basilar atelectasisimpression1
cystic pancreatic neoplasm,cystic pancreatic neoplasm
pneumatosis,pneumatosis
osseous lesion,osseous lesion
pulmonary arterial embolism,pulmonary embolus
"appendix.,2.moderate",appendix2moderate
"cm.,cardiomegaly",cmcardiomegaly
lower lobe atelectasis,lower lobe atelectasis
"pulmonary arterial hypertension.,3",pulmonary stenosis
mitral valvular,mitral valvular
"appendicitis.,the",appendicitisthe
oxacillin,oxacillin
mitral valve with regurgitation,mitral regurgitation
nafcillin,nafcillin
rifampin,rifampin
hemianopia,hemianopia
retinal hemorrhages,retinal hemorrhages
left flaccid,left flaccid
rmca stroke,rmca stroke
jacksonian,jacksonian
pelvic abscess,pelvic abscess
retroperitoneal hematoma,retroperitoneal hematoma
left-sided cystic lesions,leftsided cystic lesions
bibasilar pleural effusions,bibasilar pleural effusions
left renal pelvis and proximal ureteral dilatation,left renal pelvis and proximal ureteral dilatation
"bibasilar atelectatic changes.,given",bibasilar atelectatic changesgiven
left renal pelvic dilatation,left renal pelvic dilatation
"advised.,2.diverticulosis.,3.moderate",advised2diverticulosis3moderate
"extrahepatic ductal dilatation.,the gallbladder",extrahepatic ductal dilatationthe gallbladder
intrahepatic biliary ductal dilatation,intrahepatic ductal dilatation
partial obstruction,partial obstruction
"diverticulitis.,there",diverticulitisthere
"lower lumbar spine.,the urinary bladder",lower lumbar spinethe urinary bladder
right inguinal hernia containing small bowel,right inguinal hernia containing small bowel
"intrahepatic biliary ductal dilatation.,6",intrahepatic ductal dilatation
atherosclerotic calcifications,atherosclerotic calcifications
granulomatous,granulomatous
angiomyolipoma,angiomyolipoma
colon and small bowel,colon and small bowel
"timing.,findings:,left",timingfindingsleft
occlusion,occlusion
"artery:,the left circumflex artery",arterythe left circumflex artery
myocardial thinning,myocardial thinning
subendocardial calcification,subendocardial calcification
left aortic valve cusp,left aortic valve cusp
pseudoaneurysm,pseudoaneurysm
mural thrombus,mural thrombus
left renal atrophy,left renal atrophy
"overweight, chest pain",overweight chest pain
pulmonary artery abnormality,pulmonary stenosis
ostial calcification,ostial calcification
"left ventricle.,ramus intermedius branch",left ventricleramus intermedius branch
ventricular wall abnormalities,ventricular wall abnormalities
"pericardial thickening or effusion.,there",pericardial thickening or effusionthere
"coronary artery disease.,technique",coronary artery diseasetechnique
narrowings,narrowings
atherosclerotic coronary artery disease,atherosclerotic heart
visual obscurations,visual obscurations
clumsiness,clumsiness
quinidine,quinidine
briquet's syndrome,briquets syndrome
hysterical paralysis,hysterical paralysis
left neck lymphadenopathy,left neck lymphadenopathy
chlorambucil/prednisone,chlorambucilprednisone
cll,cll
snhl,snhl
artery aneurysm,artery aneurysm
left aneurysm,left aneurysm
neuromuscular disease,neuromuscular disease
hypertropia,hypertropia
grave's disease,graves disease
graves orbitopathy,graves orbitopathy
probenecid,probenecid
right hypertropia,right hypertropia
gen,gen
thymoma,thymoma
emphysematous disease,emphysematous disease
acetylcholine,acetylcholine
subhyaloid hemorrhages,subhyaloid hemorrhages
lobulated aneurysm,lobulated aneurysm
vasospasm,vasospasm
mental dysfunction,mental dysfunction
chest pulmonary embolism,chest pulmonary embolism
embolism,embolism
descending thoracic aortic calcification,descending thoracic aortic calcification
hepatic metastatic disease,hepatic metastatic disease
consolidations,consolidations
hyperopia,hyperopia
lateral medullary stroke,lateral medullary stroke
